,Year:,Month:,County:,Vegetation Condition Index(VIC):,Pasture condition:,Browse condition:,Cattle body condition:,Goats body condition:,Current milk production:,Current cattle prices:,Current goats prices:,Livestock mortality:,Maize prices:,Distance from households to main water sources:,Distance from livestock grazing area to main water sources:,Terms of trade:,Children at risk of malnutrition:,Drought phase classification:,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,_tags,_index
265,2020.0,April,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,,Normal,246361505,6f4ac4a4-b06c-403e-b760-0fadfa1a83fa,2021-12-29 05:01:48,,,submitted_via_web,,,266
266,2020.0,April,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246361956,d985a54d-d317-40ab-a1bb-52d18360df47,2021-12-29 05:03:31,,,submitted_via_web,,,267
267,2020.0,April,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246362500,f110bac3-7874-45b1-aec4-81b65f2b31f6,2021-12-29 05:05:39,,,submitted_via_web,,,268
268,2020.0,April,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246362728,ac77b742-701f-4595-8346-92f08df776c1,2021-12-29 05:07:45,,,submitted_via_web,,,269
269,2020.0,April,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246363007,d0f33c3f-a654-40d5-89ee-db486bc37135,2021-12-29 05:09:43,,,submitted_via_web,,,270
270,2020.0,April,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246363427,aa69a93f-bc4a-428b-b6a0-d6ad79143bf4,2021-12-29 05:11:34,,,submitted_via_web,,,271
271,2020.0,April,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246363888,36fd75cd-7172-4a1b-ad5e-89049161457f,2021-12-29 05:13:23,,,submitted_via_web,,,272
272,2020.0,April,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,No death of livestock reported,Below LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246364563,428279a5-d540-44aa-8db2-1fa17e71724c,2021-12-29 05:18:11,,,submitted_via_web,,,273
273,2020.0,April,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Below LTA,Above LTA,At LTA,Death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246364949,aa570282-4809-4f0c-b536-086081608fad,2021-12-29 05:20:06,,,submitted_via_web,,,274
274,2020.0,April,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246365239,6ee6a91b-cf4b-42c9-9066-6d6ae7ce136e,2021-12-29 05:22:16,,,submitted_via_web,,,275
275,2020.0,April,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246365611,beec8741-908f-484f-8657-c903d6e66301,2021-12-29 05:25:19,,,submitted_via_web,,,276
276,2020.0,March,Baringo,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,At LTA,Above LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246366403,046ba4da-bfe0-4671-975c-065510a2acd2,2021-12-29 05:30:43,,,submitted_via_web,,,277
277,2020.0,March,Mandera,Vegetation greenness Above normal,2.0,2.0,3.0,3.0,At LTA,At LTA,At LTA,No death of livestock reported,Above LTA,At LTA,Below LTA,Above LTA,Below LTA,Normal,246367829,09122b46-66f9-4160-876f-525acde4f2af,2021-12-29 05:39:06,,,submitted_via_web,,,278
278,2020.0,March,Turkana,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,At LTA,At LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246368420,02e73b36-0a98-4e73-b224-315291954cd5,2021-12-29 05:41:53,,,submitted_via_web,,,279
279,2020.0,March,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246369199,ba1d7216-b1d2-4d83-8ad1-dc7ca9303ec7,2021-12-29 05:44:58,,,submitted_via_web,,,280
280,2020.0,March,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246369430,e10f7026-e032-491a-a4e9-091692e4512a,2021-12-29 05:46:51,,,submitted_via_web,,,281
281,2020.0,March,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246369957,88357406-5250-4b96-9b13-db887991457b,2021-12-29 05:50:19,,,submitted_via_web,,,282
282,2021.0,March,Baringo,Vegetation greenness Above normal,1.0,1.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,At LTA,Below LTA,Above LTA,Above LTA,Above LTA,Normal,246377607,4bb7c23f-9f7e-4d61-a0b3-f8479f3b2b99,2021-12-29 06:22:19,,,submitted_via_web,,,283
283,2021.0,March,Mandera,Moderate vegetation deficit,1.0,1.0,1.0,2.0,Below LTA,Below LTA,Below LTA,,Above LTA,Above LTA,Above LTA,Below LTA,Above LTA,Alarm,246378407,fa8b8b08-b01b-4868-a3ea-4226a74bd47d,2021-12-29 06:24:49,,,submitted_via_web,,,284
284,2021.0,March,Turkana,Vegetation greenness Above normal,1.0,1.0,1.0,1.0,Below LTA,Below LTA,Below LTA,,At LTA,Above LTA,Above LTA,Below LTA,Below LTA,Alarm,246379444,fb362cb5-6bb9-4c58-93b0-dba4c350637e,2021-12-29 06:28:09,,,submitted_via_web,,,285
285,2021.0,March,Marsabit,Moderate vegetation deficit,2.0,3.0,2.0,2.0,Below LTA,At LTA,Below LTA,,Above LTA,Above LTA,Below LTA,Below LTA,Above LTA,Alarm,246379993,7546ca0b-ce82-4248-97fb-0335b1fae4c5,2021-12-29 06:30:14,,,submitted_via_web,,,286
286,2021.0,March,Wajir,Moderate vegetation deficit,1.0,2.0,1.0,1.0,Below LTA,Above LTA,At LTA,,Above LTA,Above LTA,Above LTA,Above LTA,At LTA,Alert,246380452,86335b2e-ca85-40f2-abfd-7041ca0a261c,2021-12-29 06:32:12,,,submitted_via_web,,,287
287,2021.0,March,Samburu,Moderate vegetation deficit,2.0,2.0,1.0,2.0,Above LTA,Below LTA,At LTA,,At LTA,Above LTA,Above LTA,At LTA,At LTA,Alert,246380924,d4a6d29d-78be-4f10-b2cd-8fcfa6cfb667,2021-12-29 06:33:54,,,submitted_via_web,,,288
288,2021.0,March,Garissa,Moderate vegetation deficit,1.0,1.0,1.0,2.0,Above LTA,Above LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Above LTA,Below LTA,Alert,246381466,e1559b84-8cc5-45b4-ba8b-2bfcf9385fe3,2021-12-29 06:35:53,,,submitted_via_web,,,289
289,2021.0,March,Isiolo,Moderate vegetation deficit,1.0,1.0,2.0,2.0,At LTA,Above LTA,At LTA,,At LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246381811,ec597079-977d-43d1-9ae5-f754295320cb,2021-12-29 06:37:43,,,submitted_via_web,,,290
290,2021.0,March,Tana river,Moderate vegetation deficit,1.0,2.0,1.0,2.0,At LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246382271,7b9a0c3e-c3d2-4116-b9d2-5d93e1d6df9f,2021-12-29 06:39:49,,,submitted_via_web,,,291
291,2021.0,March,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246382769,f87b556c-9708-4c67-82ca-dc94b5781585,2021-12-29 06:41:46,,,submitted_via_web,,,292
292,2021.0,March,Laikipia,Normal vegetation greenness,1.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,At LTA,At LTA,Above LTA,Below LTA,Normal,246383501,a116a1bd-c285-4c4d-8de4-edf356932174,2021-12-29 06:43:48,,,submitted_via_web,,,293
293,2021.0,March,Tharaka nithi,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Above LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246384033,19cf3b49-c52b-444d-9788-d1d8a7986163,2021-12-29 06:45:35,,,submitted_via_web,,,294
294,2021.0,March,West pokot,Vegetation greenness Above normal,1.0,2.0,1.0,1.0,Above LTA,Above LTA,Below LTA,,Below LTA,Above LTA,At LTA,Above LTA,Below LTA,Normal,246384589,1f7bf950-1e68-4fd0-99ce-b3750811f87f,2021-12-29 06:47:44,,,submitted_via_web,,,295
295,2021.0,March,Embu,Vegetation greenness Above normal,2.0,2.0,2.0,3.0,Above LTA,Below LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246385504,adcbfdf4-281d-4516-a3ae-3e5f40d7d2ac,2021-12-29 06:50:47,,,submitted_via_web,,,296
296,2021.0,March,Kitui,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,At LTA,Above LTA,Above LTA,,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246386484,e61e7ddb-2816-4473-8b9d-af619bd6109c,2021-12-29 06:53:31,,,submitted_via_web,,,297
297,2020.0,March,Garissa,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246386877,173d171e-b267-4ad0-a9eb-fde7073318ea,2021-12-29 06:54:40,,,submitted_via_web,,,298
298,2021.0,March,Makueni,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Above LTA,At LTA,Normal,246386991,5294458b-4c70-4195-b2af-7324e4af3271,2021-12-29 06:55:14,,,submitted_via_web,,,299
299,2021.0,March,Meru,Vegetation greenness Above normal,3.0,2.0,3.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Above LTA,Above LTA,Above LTA,Normal,246387552,7413ff02-7c23-406b-832e-561dd56bc3c6,2021-12-29 06:57:15,,,submitted_via_web,,,300
300,2020.0,March,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246387645,2e36e17f-97f9-4d57-9e86-700be40dba17,2021-12-29 06:57:36,,,submitted_via_web,,,301
301,2021.0,March,Nyeri,Vegetation greenness Above normal,1.0,1.0,1.0,2.0,Below LTA,Above LTA,Below LTA,,At LTA,Above LTA,Above LTA,Below LTA,At LTA,Normal,246387979,e43db2e5-b335-423b-b4c0-45f3724f346f,2021-12-29 06:59:16,,,submitted_via_web,,,302
302,2020.0,March,Tana river,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246388432,7b593cf8-47cb-4c99-8d58-ba9d32629388,2021-12-29 07:00:28,,,submitted_via_web,,,303
303,2021.0,March,Kilifi,Normal vegetation greenness,1.0,2.0,2.0,2.0,Below LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Below LTA,Above LTA,Below LTA,Alert,246388703,2710b919-3885-4de1-9805-f7ee8ef80377,2021-12-29 07:01:12,,,submitted_via_web,,,304
304,2020.0,March,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246389128,b3c37194-a02d-4ff7-8f7e-848a4e08810b,2021-12-29 07:02:49,,,submitted_via_web,,,305
305,2021.0,March,Kwale,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,At LTA,Below LTA,,Above LTA,Above LTA,Above LTA,Below LTA,At LTA,Normal,246389337,35408e36-9de4-4201-b4f8-b8a28268bdd7,2021-12-29 07:03:55,,,submitted_via_web,,,306
306,2021.0,March,Lamu,Normal vegetation greenness,2.0,2.0,2.0,2.0,Above LTA,Above LTA,At LTA,,Below LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246389780,981d4a76-10d9-401b-8a0c-d9dbfdc6712a,2021-12-29 07:05:52,,,submitted_via_web,,,307
307,2020.0,March,Laikipia,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246389792,e3e9768b-6a00-421c-b168-bd1ceecda500,2021-12-29 07:05:58,,,submitted_via_web,,,308
308,2021.0,March,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,At LTA,Above LTA,,Above LTA,Above LTA,Below LTA,At LTA,Below LTA,Normal,246390078,3b3ab589-ff19-425a-bc47-d36c630685fd,2021-12-29 07:07:38,,,submitted_via_web,,,309
309,2021.0,March,Narok,Vegetation greenness Above normal,2.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,At LTA,Below LTA,At LTA,Above LTA,Below LTA,Normal,246390595,0cb8022b-3a5d-433d-8d2e-8db9215a29d5,2021-12-29 07:09:49,,,submitted_via_web,,,310
310,2020.0,March,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246391629,239e24c7-c45a-41e8-8e6d-77538eb6c78b,2021-12-29 07:13:12,,,submitted_via_web,,,311
311,2020.0,March,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246393485,fff74131-bf4d-40e1-8c1f-3dcc03d2567a,2021-12-29 07:20:00,,,submitted_via_web,,,312
312,2020.0,March,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246393898,998ed575-009c-4fe9-b4db-9292c3efcff0,2021-12-29 07:21:49,,,submitted_via_web,,,313
313,2020.0,March,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,Above LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246394339,29c84e66-647f-4cc1-8019-6cccc9865d73,2021-12-29 07:23:25,,,submitted_via_web,,,314
314,2020.0,March,Makueni,Vegetation greenness Above normal,3.0,3.0,2.0,3.0,Below LTA,At LTA,Above LTA,Death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246394985,64e8a867-48d3-44c9-8129-a45b1e35e80d,2021-12-29 07:25:38,,,submitted_via_web,,,315
315,2020.0,March,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246396707,c50f02ce-8f01-421c-b1cf-5f5dcb826797,2021-12-29 07:31:46,,,submitted_via_web,,,316
316,2020.0,March,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246397725,34734d09-d610-4aa8-b9fc-5343c1ff0951,2021-12-29 07:35:38,,,submitted_via_web,,,317
317,2020.0,March,Kilifi,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246398122,56d32ed2-132f-4e1c-a5e2-7a83f7a382fa,2021-12-29 07:37:37,,,submitted_via_web,,,318
318,2020.0,March,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,Below LTA,Normal,246398661,7348d2bf-440f-4012-84cd-b40f965cf6b6,2021-12-29 07:40:06,,,submitted_via_web,,,319
319,2020.0,March,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Below LTA,Above LTA,Above LTA,Death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246399104,8fe39f93-fed9-4010-bd73-ce0a670d0535,2021-12-29 07:42:30,,,submitted_via_web,,,320
320,2020.0,March,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,At LTA,At LTA,Normal,246399667,2282b6ae-5209-44eb-87ab-9057bc93bb8a,2021-12-29 07:45:05,,,submitted_via_web,,,321
321,2020.0,March,Narok,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Below LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246400750,2cf779cd-5c2e-41ac-873f-e931eafe9d1a,2021-12-29 07:48:01,,,submitted_via_web,,,322
322,2020.0,January,Baringo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246402497,bf1fe481-d2dd-4dd7-9334-c31c98fe72e1,2021-12-29 07:53:18,,,submitted_via_web,,,323
323,2020.0,January,Mandera,Vegetation greenness Above normal,3.0,2.0,2.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246403295,c9e74ec3-4b02-4b6c-adaa-70ea96583d78,2021-12-29 07:55:46,,,submitted_via_web,,,324
324,2020.0,January,Turkana,Vegetation greenness Above normal,2.0,3.0,3.0,3.0,Above LTA,At LTA,Above LTA,Death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246404735,17b60d1a-3dcf-40a7-9db3-d80dbaebe19b,2021-12-29 08:02:01,,,submitted_via_web,,,325
325,2020.0,January,Marsabit,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,At LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246405986,78c0c7b1-b3a4-4a4e-9be3-1ebdc205a052,2021-12-29 08:05:58,,,submitted_via_web,,,326
326,2020.0,January,Wajir,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246406579,51a05c3a-9f7c-41bc-8d02-a886598b60f4,2021-12-29 08:08:21,,,submitted_via_web,,,327
327,2020.0,January,Samburu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,At LTA,Above LTA,Normal,246407187,9fb05163-a215-4385-9401-1b035398ce86,2021-12-29 08:10:34,,,submitted_via_web,,,328
328,2020.0,January,Garissa,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246408342,a122d58a-92de-4721-a2d0-1edeb3b5fd27,2021-12-29 08:14:11,,,submitted_via_web,,,329
329,2020.0,January,Isiolo,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246409707,0341fc95-678d-4221-8728-9cb00540bd1a,2021-12-29 08:18:42,,,submitted_via_web,,,330
330,2020.0,January,Tana river,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,At LTA,Below LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Above LTA,Normal,246410288,6630049d-a6dc-4879-9ca9-48de163c1543,2021-12-29 08:21:08,,,submitted_via_web,,,331
331,2020.0,January,Kajiado,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,At LTA,Normal,246411076,1c23e0b3-8ec7-4cb2-82b9-c48c055cb82b,2021-12-29 08:23:48,,,submitted_via_web,,,332
332,2020.0,January,Laikipia,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246412529,1e4f2304-208a-4ea1-99af-77edfc60d76a,2021-12-29 08:26:42,,,submitted_via_web,,,333
333,2021.0,January,Baringo,Vegetation greenness Above normal,2.0,2.0,2.0,2.0,Below LTA,Above LTA,At LTA,,At LTA,Below LTA,At LTA,Above LTA,,Alert,246412891,ab21db93-26db-4d1d-9851-a69f986124c8,2021-12-29 08:27:41,,,submitted_via_web,,,334
334,2020.0,January,Tharaka nithi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,At LTA,Above LTA,Normal,246412999,a804563e-52f9-4376-a545-23e59f7d3533,2021-12-29 08:27:59,,,submitted_via_web,,,335
335,2020.0,January,West pokot,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246413585,d3341725-b203-442a-b1c2-392c0e379e76,2021-12-29 08:29:53,,,submitted_via_web,,,336
336,2021.0,January,Mandera,Moderate vegetation deficit,1.0,1.0,2.0,2.0,Below LTA,At LTA,Above LTA,,Above LTA,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246414050,865b17dd-be8c-4062-a0f6-d4e0f1747101,2021-12-29 08:31:10,,,submitted_via_web,,,337
337,2020.0,January,Embu,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Below LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246414181,88db3877-2d15-4632-bf8f-72ebbe3ab8f4,2021-12-29 08:31:32,,,submitted_via_web,,,338
338,2020.0,January,Kitui,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,At LTA,At LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,At LTA,Normal,246414813,9dcf4aa5-ba81-418b-997c-301e7627a67e,2021-12-29 08:33:41,,,submitted_via_web,,,339
339,2020.0,January,Makueni,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246415992,b5cbe86c-bb1b-459d-8c2e-fb671818b73e,2021-12-29 08:36:59,,,submitted_via_web,,,340
341,2020.0,January,Meru,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Below LTA,Above LTA,Below LTA,No death of livestock reported,Above LTA,Below LTA,At LTA,Below LTA,Above LTA,Normal,246416479,8e7c194f-4887-4fd5-a6b4-60dee0f8b66e,2021-12-29 08:38:32,,,submitted_via_web,,,342
342,2020.0,January,Nyeri,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,At LTA,Below LTA,Below LTA,Above LTA,Below LTA,Normal,246416833,c21cf502-1fee-4361-955b-52aacb2bdbf3,2021-12-29 08:40:16,,,submitted_via_web,,,343
343,2021.0,January,Marsabit,Moderate vegetation deficit,2.0,3.0,3.0,3.0,Below LTA,Above LTA,At LTA,,Above LTA,Above LTA,Below LTA,Above LTA,Above LTA,Alert,246417099,596da953-f183-4f11-99da-5d4ef61da79f,2021-12-29 08:41:16,,,submitted_via_web,,,344
344,2020.0,January,Kilifi,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Below LTA,Normal,246418406,94035240-10b9-48a2-b1e4-0cd88ba1745a,2021-12-29 08:46:17,,,submitted_via_web,,,345
345,2021.0,January,Wajir,Moderate vegetation deficit,1.0,2.0,2.0,2.0,Below LTA,Above LTA,At LTA,,At LTA,Above LTA,Above LTA,Above LTA,Above LTA,Alert,246418431,c47fd582-8f8b-4820-b5a1-e9bcc128b411,2021-12-29 08:46:21,,,submitted_via_web,,,346
346,2020.0,January,Kwale,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,Above LTA,Death of livestock reported,Below LTA,Above LTA,Above LTA,At LTA,Below LTA,Normal,246419210,cef45cf6-6938-4e6f-b7b9-6c7f7f334f46,2021-12-29 08:49:06,,,submitted_via_web,,,347
347,2021.0,January,Samburu,Normal vegetation greenness,2.0,2.0,3.0,3.0,Above LTA,Above LTA,Above LTA,,At LTA,Above LTA,At LTA,Above LTA,Above LTA,Normal,246419271,d7b76acc-1110-4b35-96c2-7d20923c107b,2021-12-29 08:49:19,,,submitted_via_web,,,348
348,2020.0,January,Lamu,Vegetation greenness Above normal,3.0,3.0,2.0,2.0,Above LTA,Above LTA,Above LTA,No death of livestock reported,Above LTA,Below LTA,Below LTA,Below LTA,Above LTA,Normal,246419760,1be26083-c867-42ed-b271-69a0a458612b,2021-12-29 08:50:49,,,submitted_via_web,,,349
349,2021.0,January,Garissa,Moderate vegetation deficit,2.0,2.0,3.0,3.0,Above LTA,At LTA,Above LTA,,Above LTA,Above LTA,Below LTA,Above LTA,Above LTA,Normal,246419922,615c5f90-6ce8-479b-9839-a432fc3bc738,2021-12-29 08:51:45,,,submitted_via_web,,,350
350,2020.0,January,Taita taveta,Vegetation greenness Above normal,3.0,3.0,3.0,3.0,At LTA,Above LTA,At LTA,No death of livestock reported,Above LTA,At LTA,Below LTA,At LTA,Below LTA,Normal,246420271,dc111e33-877b-4b96-bc77-4156bf7d4dd7,2021-12-29 08:53:12,,,submitted_via_web,,,351
351,2021.0,January,Isiolo,Moderate vegetation deficit,1.0,1.0,3.0,3.0,At LTA,Above LTA,Above LTA,,Below LTA,Below LTA,Above LTA,Above LTA,Above LTA,Alert,246420588,c795d295-a9c1-48de-8e4d-400f807eabb5,2021-12-29 08:54:30,,,submitted_via_web,,,352
352,2021.0,January,Tana river,Normal vegetation greenness,2.0,2.0,2.0,2.0,Above LTA,Above LTA,Above LTA,,Below LTA,Above LTA,Below LTA,Above LTA,Above LTA,Normal,246421595,8eeb0f07-346a-4f64-8c62-889a5d9522ce,2021-12-29 08:58:12,,,submitted_via_web,,,353
